nom, addresse, téléphone, site internet, réseaux sociaux, email, horaire, nombres de note, note, latitude, longitude, country, city, category, code, info, zip, url
"Edelvi Field Marketing", "116 Prom. de la Plage, 06800 Cagnes-sur-Mer", "04 92 47 27 08", "edelvi.fr", "", "taraudmireille@yahoo.com", "jeudi, de 08:30 à 12:30, de 14:00 à 18:00; vendredi, de 08:30 à 12:30, de 14:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 12:30, de 14:00 à 18:00; mardi, de 08:30 à 12:30, de 14:00 à 18:00; mercredi, de 08:30 à 12:30, de 14:00 à 18:00. ", "12 ", "3,2  ", "43.6564973", "7.1760793", "France", "Cagnes sur Mer", "Agence de marketing", "M54H+M6 Cagnes-sur-Mer", "", "06800", "https://www.google.fr/maps/place/Edelvi+Field+Marketing/data=!4m7!3m6!1s0x12cdd3e1f69a4a47:0xf0c6bde49226d6e3!8m2!3d43.6566488!4d7.1780484!16s%2Fg%2F11j2ypytr4!19sChIJR0qa9uHTzRIR49YmkuS9xvA?authuser=0&hl=fr&rclk=1"
"Torchon Studio", "19 Rue de Batavia, 50100 Cherbourg-en-Cotentin", "06 59 28 35 95", "torchonstudio.fr", "", "torchonstudio@gmail.com", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé. ", "", "5,0  ", "49.6362492", "-1.6076686", "France", "Cherbourg en Cotentin", "Agence de marketing", "J9PR+HX Cherbourg-en-Cotentin", "", "50100", "https://www.google.fr/maps/place/Torchon+Studio/data=!4m7!3m6!1s0x480c99171d86e893:0x6ac56c1cd68ae837!8m2!3d49.6364193!4d-1.6076142!16s%2Fg%2F11s4k2y5rh!19sChIJk-iGHReZDEgRN-iK1hxsxWo?authuser=0&hl=fr&rclk=1"
"STUDI PRO Marketing", "1 Rue de Russie, 50100 Cherbourg-en-Cotentin", "02 61 53 02 76", "studipro-marketing.fr", "", "contact@studipro-marketing.fr", "jeudi, de 09:00 à 17:30; vendredi, de 09:00 à 17:30; samedi, de 09:30 à 12:30; dimanche, Fermé; lundi, de 09:00 à 17:30; mardi, de 09:00 à 17:30; mercredi, de 09:30 à 12:30. ", "1 ", "4,0  ", "49.6332313", "-1.6288111", "France", "Cherbourg en Cotentin", "Agence de marketing", "J9MF+44 Cherbourg-en-Cotentin", "", "50100", "https://www.google.fr/maps/place/STUDI+PRO+Marketing/data=!4m7!3m6!1s0x480c97739991993f:0x36dc451492e7ea65!8m2!3d49.6328278!4d-1.6271421!16s%2Fg%2F11b6_cz71c!19sChIJP5mRmXOXDEgRZernkhRF3DY?authuser=0&hl=fr&rclk=1"
"Followz - Agence de Communication", "3 Rue de Franche Comté, 50100 Cherbourg-en-Cotentin", "06 33 90 83 51", "followz.fr", "", "contact@followz.frpar", "mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00. ", "", "5,0  ", "49.6245428", "-1.6241329", "France", "Cherbourg en Cotentin", "Agence de marketing", "J9FF+P5 Cherbourg-en-Cotentin", "", "50100", "https://www.google.fr/maps/place/Followz+-+Agence+de+Communication/data=!4m7!3m6!1s0x480c974ff99ac65b:0x5f0bf3c7243ce8a2!8m2!3d49.6243619!4d-1.6271204!16s%2Fg%2F11ryrdpsck!19sChIJW8aa-U-XDEgRoug8JMfzC18?authuser=0&hl=fr&rclk=1"
"Netposition", "9 Pl. Kléber, 67000 Strasbourg", "03 69 61 83 30", "netposition.fr", "", "support@o2switch.fr", "jeudi, de 08:00 à 19:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00. ", "12 ", "3,8  ", "48.5829543", "7.7456887", "France", "Strasbourg", "Agence de marketing", "HPMW+57 Strasbourg", "", "67000", "https://www.google.fr/maps/place/Netposition/data=!4m7!3m6!1s0x4796c8494ac86f49:0xd3cfce0df5342356!8m2!3d48.582932!4d7.7457302!16s%2Fg%2F1tdmjf1z!19sChIJSW_ISknIlkcRViM09Q3Oz9M?authuser=0&hl=fr&rclk=1"
"k4tegori", "14 Rue des Poules, 67000 Strasbourg", "03 88 35 02 39", "k4tegori.fr", "", "contact@k4tegori.fr", "jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00. ", "6 ", "5,0  ", "48.5805573", "7.758446", "France", "Strasbourg", "Agence de marketing", "HQJ5+5C Strasbourg", "", "67000", "https://www.google.fr/maps/place/k4tegori/data=!4m7!3m6!1s0x4796c84f63ade509:0x152e65fce2261663!8m2!3d48.5804204!4d7.7585735!16s%2Fg%2F11g_f6ypw!19sChIJCeWtY0_IlkcRYxYm4vxlLhU?authuser=0&hl=fr&rclk=1"
"CoPilot - Agence Marketing, Stratégie et Communication", "19 Rue du Cerf, 67200 Strasbourg", "07 67 52 18 50", "copilot-consulting.com", "", "support@o2switch.fr", "lundi, de 08:30 à 18:00; mardi, de 08:30 à 18:00; mercredi, de 08:30 à 18:00; jeudi, de 08:30 à 18:00; vendredi, de 08:30 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "48.5935926", "7.7180463", "France", "Strasbourg", "Agence de marketing", "HPV9+C6 Strasbourg", "", "67200", "https://www.google.fr/maps/place/CoPilot+-+Agence+Marketing,+Strat%C3%A9gie+et+Communication/data=!4m7!3m6!1s0x4796c9b894c6bea9:0x3ce6797f0260d6ae!8m2!3d48.5935504!4d7.7180368!16s%2Fg%2F11fqcw2d99!19sChIJqb7GlLjJlkcRrtZgAn955jw?authuser=0&hl=fr&rclk=1"
"KLEIN COMMUNICATION, Ostwald (graphisme et stratégie marketing)", "7 All. de la Roselière, 67540 Ostwald", "06 38 95 07 66", "makeitklein.fr", "", "contact@makeitklein.com", "vendredi, de 09:00 à 19:00; samedi, de 09:00 à 19:00; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi (Toussaint), de 09:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 19:00. ", "", "4,5  ", "48.5497941", "7.7012112", "France", "Ostwald", "Agence de marketing", "GPX2+WG Ostwald", "", "67540", "https://www.google.fr/maps/place/KLEIN+COMMUNICATION,+Ostwald+%28graphisme+et+strat%C3%A9gie+marketing%29/data=!4m7!3m6!1s0x4796c9fd79079dc1:0xeefe369ee5d52bbb!8m2!3d48.5497695!4d7.7012945!16s%2Fg%2F11f2vb3pqk!19sChIJwZ0Hef3JlkcRuyvV5Z42_u4?authuser=0&hl=fr&rclk=1"
"W3Vitals: Agence Web  Marketing", "32 All. de la Robertsau, 67000 Strasbourg", "03 88 83 32 33", "w3vitals.com", "", "info@w3vitals.com", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche (Réveillon de Noël), Fermé, Les horaires peuvent être modifiés.. ", "", "", "48.5886315", "7.766276", "France", "Strasbourg", "Agence de marketing", "HQQ8+CG Strasbourg", "", "67000", "https://www.google.fr/maps/place/W3Vitals:+Agence+Web+%26+Marketing/data=!4m7!3m6!1s0x4796c9055750daf7:0x29782adc6980ee5!8m2!3d48.5885879!4d7.7663677!16s%2Fg%2F11s96cfl8q!19sChIJ99pQVwXJlkcR5Q6Yxq2ClwI?authuser=0&hl=fr&rclk=1"
"Phoenix Solutions Marketing", "565 All. de Cassagne, 84130 Le Pontet", "04 90 27 12 75", "phoenix-solutions.fr", "", "ajax-loader@2x.gif", "dimanche, Fermé; lundi, Ouvert 24h/24; mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Fermé. ", "", "", "43.9594192", "4.8736406", "France", "Le Pontet", "Agence de marketing", "XV5C+VX Le Pontet", "", "84130", "https://www.google.fr/maps/place/Phoenix+Solutions+Marketing/data=!4m7!3m6!1s0x12b5ede2c1d0c623:0x7f1a22c710121b2!8m2!3d43.959671!4d4.872419!16s%2Fg%2F11trqzz4r2!19sChIJI8bQweLttRIRsiEBcSyi8Qc?authuser=0&hl=fr&rclk=1"
"L'Agence by ARG Solutions - Création de site web et outils de communication", "120 Rue Jean Dausset, 84140 Avignon", "04 90 03 70 51", "lagence-communication.fr", "", "domjale@yahoo.fr", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé. ", "", "", "43.9167128", "4.8937138", "France", "Avignon", "Agence de marketing", "WV8V+G6 Avignon", "", "84140", "https://www.google.fr/maps/place/L%27Agence+by+ARG+Solutions+-+Cr%C3%A9ation+de+site+web+et+outils+de+communication/data=!4m7!3m6!1s0x12b5ed8096bc8f65:0xa2006598612cd76c!8m2!3d43.916373!4d4.8930965!16s%2Fg%2F11tfg503nb!19sChIJZY-8loDttRIRbNcsYZhlAKI?authuser=0&hl=fr&rclk=1"
"Numberly (1000mercis Group)", "28 Rue de Châteaudun, 75009 Paris", "01 49 49 06 60", "numberly.com", "", "dpo@numberly.com", "jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00. ", "51 ", "4,3  ", "48.8761414", "2.3373874", "France", "Paris", "Agence de marketing", "V8GP+FX Paris", "", "75009", "https://www.google.fr/maps/place/Numberly+%281000mercis+Group%29/data=!4m7!3m6!1s0x47e66e387c0facbd:0x776b21ffa5bfde96!8m2!3d48.8761509!4d2.3373772!16s%2Fg%2F1tgfcn_m!19sChIJvawPfDhu5kcRlt6_pf8ha3c?authuser=0&hl=fr&rclk=1"
"Kinshasa Digital Marketing", "10 Rue Eugène Hénaff, 93000 Bobigny", "09 70 01 91 22", "kinshasadigitalmarketing.com", "", "beanny@kinshasadigitalmarketing.comThis", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, de 09:00 à 18:00. ", "", "", "48.9031654", "2.4287454", "France", "Bobigny", "Agence de marketing", "WC3H+99 Bobigny", "", "93000", "https://www.google.fr/maps/place/Kinshasa+Digital+Marketing/data=!4m7!3m6!1s0x47e66d9ce3c8a513:0x51be2712170a41c6!8m2!3d48.9034647!4d2.4284874!16s%2Fg%2F11nn04h5pb!19sChIJE6XI45xt5kcRxkEKFxInvlE?authuser=0&hl=fr&rclk=1"
"Growth Consult", "122 Rue Ambroise Croizat, 93700 Drancy", "06 23 69 18 56", "growthconsult.net", "", "consultgrowthfr@gmail.com", "jeudi, de 10:00 à 19:00; vendredi, de 10:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi (Lundi de Pâques), de 10:00 à 19:00, Les horaires peuvent être modifiés.; mardi, de 10:00 à 19:00; mercredi, de 10:00 à 19:00. ", "", "", "48.923374", "2.457586", "France", "Drancy", "Agence de marketing", "WFF5+82 Drancy", "", "93700", "https://www.google.fr/maps/place/Growth+Consult/data=!4m7!3m6!1s0x47e66d1a34d6d277:0x32c75eddf9d0fb6!8m2!3d48.9233355!4d2.4575788!16s%2Fg%2F11h0b98nff!19sChIJd9LWNBpt5kcRtg-d3-11LAM?authuser=0&hl=fr&rclk=1"
"Johnson davis agence marketing pour restaurants", "71 rue jules guesde 93140, 93140 Bondy", "07 68 20 36 55", "5eb20696b7a17.site123.me", "", "johnsondavis.gency@gmail.com", "jeudi, de 10:00 à 00:00; vendredi, de 10:00 à 00:00; samedi, de 10:00 à 00:00; dimanche, de 10:00 à 00:00; lundi, de 10:00 à 00:00; mardi, de 10:00 à 00:00; mercredi, de 10:00 à 00:00. ", "", "", "", "", "France", "Bondy", "Agence de marketing", "WF3H+9W Bondy", "", "93140", "https://www.google.fr/maps/place/Johnson+davis+agence+marketing+pour+restaurants/data=!4m7!3m6!1s0x47e61304feb2129d:0x64acda3e75b777ab!8m2!3d48.9033766!4d2.479801!16s%2Fg%2F11j6k7zl11!19sChIJnRKy_gQT5kcRq3e3dT7arGQ?authuser=0&hl=fr&rclk=1"
"CDISMAG - Agence marketing digital", "88 Rue de Paris, 93260 Les Lilas", "07 67 00 33 06", "cdismag.com", "", "cdismag@contact.com", "jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, Ouvert 24h/24; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00. ", "", "", "48.8793632", "2.4150165", "France", "Les Lilas", "Agence de marketing", "VCH8+P3 Les Lilas", "", "93260", "https://www.google.fr/maps/place/CDISMAG+-+Agence+marketing+digital/data=!4m7!3m6!1s0x47e66dd901d0a10d:0x2245d9ea98969bfe!8m2!3d48.8793398!4d2.4151301!16s%2Fg%2F11q1vs94lz!19sChIJDaHQAdlt5kcR_puWmOrZRSI?authuser=0&hl=fr&rclk=1"
"HCR MARKETING", "506 Rue de Rouen, 80000 Amiens", "06 36 59 49 46", "hcr-marketing.net", "", "contact@hcr-marketing.net", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, de 09:00 à 17:00. ", "", "", "49.8812792", "2.2582329", "France", "Amiens", "Agence de marketing", "V7PC+9X Amiens", "", "80000", "https://www.google.fr/maps/place/HCR+MARKETING/data=!4m7!3m6!1s0x47e785e50abc0d99:0x400c711d3dc81d5!8m2!3d49.8859721!4d2.2724003!16s%2Fg%2F11h7kttp0s!19sChIJmQ28CuWF50cR1YHc0xHHAAQ?authuser=0&hl=fr&rclk=1"
"Copernic - Intégrateur Hubspot", "23 Rue Claudot, 54000 Nancy", "03 57 48 00 81", "agence-copernic.fr", "", "stephane@agence-copernic.fr", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "4,5  ", "48.7011388", "6.1815376", "France", "Nancy", "Agence de marketing", "P52J+CG Nancy", "", "54000", "https://www.google.fr/maps/place/Copernic+-+Int%C3%A9grateur+Hubspot/data=!4m7!3m6!1s0x4794a0553c98c98b:0x1afaa786750738a8!8m2!3d48.7010885!4d6.1813555!16s%2Fg%2F11cmdn9bgk!19sChIJi8mYPFWglEcRqDgHdYan-ho?authuser=0&hl=fr&rclk=1"
"SJ COM devient FLIPPAD", "11 Rue Gambetta, 54000 Nancy", "06 07 25 90 52", "flippad.com", "", "steve@sjcom.fr", "jeudi, de 09:30 à 18:00; vendredi, de 09:30 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:30 à 18:00; mardi, de 09:30 à 18:00; mercredi, de 09:30 à 18:00. ", "", "", "48.6926711", "6.1820941", "France", "Nancy", "Agence de marketing", "M5VJ+3R Nancy", "", "54000", "https://www.google.fr/maps/place/SJ+COM+devient+FLIPPAD/data=!4m7!3m6!1s0x4794986d14a5cfbf:0x8af03c5740c3e2ce!8m2!3d48.692629!4d6.182088!16s%2Fg%2F1tsyj3m5!19sChIJv8-lFG2YlEcRzuLDQFc88Io?authuser=0&hl=fr&rclk=1"
"Mocoma - Agence de communication Nancy", "Chez Regus, 3 Place Simone Veil, 54000 Nancy", "01 84 80 85 00", "mocoma.fr", "", "bonjour@mocoma.fr", "dimanche, Fermé; lundi, de 09:00 à 12:00, de 13:00 à 18:00; mardi, de 09:00 à 12:00, de 13:00 à 18:00; mercredi, de 09:00 à 12:00, de 13:00 à 18:00; jeudi, de 09:00 à 12:00, de 13:00 à 18:00; vendredi, de 09:00 à 12:00, de 13:00 à 18:00; samedi, Fermé. ", "", "5,0  ", "", "", "France", "Nancy", "Agence de marketing", "M5RF+3M Nancy", "", "54000", "https://www.google.fr/maps/place/Mocoma+-+Agence+de+communication+Nancy/data=!4m7!3m6!1s0x479499331ec1cc93:0xf3546595ca4cefd0!8m2!3d48.6901353!4d6.1742145!16s%2Fg%2F11rqkx22tg!19sChIJk8zBHjOZlEcR0O9MypVlVPM?authuser=0&hl=fr&rclk=1"
"TRIPTIKCOM", "79 Rue Raymond Poincaré, 54000 Nancy", "06 62 12 52 91", "triptikcom.fr", "", "contact@triptikcom.fr", "", "", "5,0  ", "48.6885796", "6.167288", "France", "Nancy", "Agence de marketing", "M5Q8+CW Nancy", "", "54000", "https://www.google.fr/maps/place/TRIPTIKCOM/data=!4m7!3m6!1s0x4794a346ef0632a9:0x2a1a7bdf099da8fb!8m2!3d48.6885312!4d6.1672948!16s%2Fg%2F11j99s1q8r!19sChIJqTIG70ajlEcR-6idCd97Gio?authuser=0&hl=fr&rclk=1"
"Goetic", "14 Rue de la Comédie, 82000 Montauban", "05 62 79 22 13", "goetic.fr", "", "support@support.gandi.net", "jeudi, de 08:30 à 18:00; vendredi, de 08:30 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 18:00; mardi, de 08:30 à 18:00; mercredi, de 08:30 à 18:00. ", "6 ", "4,2  ", "44.0187293", "1.35501", "France", "Montauban", "Agence de marketing", "2993+GV Montauban", "", "82000", "https://www.google.fr/maps/place/Goetic/data=!4m7!3m6!1s0x12aea993f0148ecd:0xde66a8f3143a5dbe!8m2!3d44.018842!4d1.3547396!16s%2Fg%2F1tdbn13z!19sChIJzY4U8JOprhIRvl06FPOoZt4?authuser=0&hl=fr&rclk=1"
"Departement Marketing", "2 Bd d'Arcole, 31000 Toulouse", "05 61 99 01 48", "departementmarketing.com", "", "contact@departementmarketing.com", "vendredi, de 09:00 à 12:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 18:00; mardi, de 08:30 à 18:00; mercredi (Toussaint), de 08:30 à 18:00, Les horaires peuvent être modifiés.; jeudi, de 08:30 à 18:00. ", "", "5,0  ", "43.6109596", "1.4428908", "France", "Toulouse", "Agence de marketing", "JC6V+95 Toulouse", "", "31000", "https://www.google.fr/maps/place/Departement+Marketing/data=!4m7!3m6!1s0x12aebca086c6f2df:0x7c3f5ff690575491!8m2!3d43.6109455!4d1.4429782!16s%2Fg%2F1th3qpvw!19sChIJ3_LGhqC8rhIRkVRXkPZfP3w?authuser=0&hl=fr&rclk=1"
"V. Islands Marketing", "13 Rue de la Reine Blanche, 75013 Paris", "01 43 31 25 34", "v-islands-marketing.com", "", "office@vaima-islands.com", "", "", "", "48.836696", "2.3543368", "France", "Paris", "Agence de marketing", "R9P3+MP Paris", "", "75013", "https://www.google.fr/maps/place/V.+Islands+Marketing/data=!4m7!3m6!1s0x47e671f2a6ffe009:0xc9907137a3502094!8m2!3d48.8366789!4d2.3542631!16s%2Fg%2F11hyl5prbl!19sChIJCeD_pvJx5kcRlCBQozdxkMk?authuser=0&hl=fr&rclk=1"
"Route 66 Agence Marketing Direct", "46 bis Rue de la République, 92170 Vanves", "01 40 92 70 50", "route66-agence.com", "", "info@route66-agence.com", "jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00. ", "", "", "48.8218196", "2.2853522", "France", "Vanves", "Agence de marketing", "R79P+H6 Vanves", "", "92170", "https://www.google.fr/maps/place/Route+66+Agence+Marketing+Direct/data=!4m7!3m6!1s0x47e6705762a4c533:0xba386bd188db2d7!8m2!3d48.8189732!4d2.2855291!16s%2Fg%2F1tvgtnd9!19sChIJM8WkYldw5kcR17KNGL2Gows?authuser=0&hl=fr&rclk=1"
"Heal Digital - Agence de Marketing", "20 Pass. de la Luciline, 76000 Rouen", "02 52 84 00 97", "heal-digital.com", "", "bg-2@2x-scaled-1.jpeg", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "", "49.4458862", "1.0683189", "France", "Rouen", "Agence de marketing", "C3W9+7G Rouen", "", "76000", "https://www.google.fr/maps/place/Heal+Digital+-+Agence+de+Marketing/data=!4m7!3m6!1s0x47e0dd2797db0ed7:0x40efa1bcb2573c6d!8m2!3d49.4457402!4d1.0687517!16s%2Fg%2F11pf6czxtz!19sChIJ1w7blyfd4EcRbTxXsryh70A?authuser=0&hl=fr&rclk=1"
"COLIBRI MARKETING", "31 Rue du Finkwiller, 67680 Epfig", "06 42 68 43 45", "colibri-marketing.fr", "", "contact@colibri-marketing.fr", "jeudi, de 08:00 à 18:30; vendredi, de 08:00 à 18:30; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 18:30; mardi, de 08:00 à 18:30; mercredi, de 08:00 à 18:30. ", "", "5,0  ", "", "", "France", "Epfig", "Agence de marketing", "9F65+VX Epfig", "", "67680", "https://www.google.fr/maps/place/COLIBRI+MARKETING/data=!4m7!3m6!1s0x47914fa69ce43539:0xdd3dfb4a9457b7c4!8m2!3d48.3621285!4d7.4599149!16s%2Fg%2F11ptrx5qrr!19sChIJOTXknKZPkUcRxLdXlEr7Pd0?authuser=0&hl=fr&rclk=1"
"Nicolas Schneider - Agence marketing digital", "", "07 49 63 88 25", "agence-ns.fr", "", "info@agence-ns.fr", "jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Fermé; dimanche, Fermé; lundi, Ouvert 24h/24; mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24. ", "6 ", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Nicolas+Schneider+-+Agence+marketing+digital/data=!4m7!3m6!1s0x479153145210b593:0x9efaf2ef5c40d7b0!8m2!3d48.4855269!4d7.4169296!16s%2Fg%2F11n0cmhhzl!19sChIJk7UQUhRTkUcRsNdAXO_y-p4?authuser=0&hl=fr&rclk=1"
"l-agence-communication.fr : Agence de communication à Lille", "3 Av. de la Créativité, 59650 Villeneuve-d'Ascq", "09 87 75 50 74", "l-agence-communication.fr", "", "contact@l-agence-communication.fr", "mardi, de 08:30 à 19:00; mercredi, de 08:30 à 19:00; jeudi, de 08:30 à 19:00; vendredi, de 08:30 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 19:00. ", "", "4,7  ", "50.6395986", "3.1484872", "France", "Villeneuve d'Ascq", "Agence de marketing", "J4QX+VC Villeneuve-d'Ascq", "", "59650", "https://www.google.fr/maps/place/l-agence-communication.fr+:+Agence+de+communication+%C3%A0+Lille/data=!4m7!3m6!1s0x47c2d9d4f1313319:0x2ca76078a941fbbb!8m2!3d50.6396769!4d3.148524!16s%2Fg%2F11fd4_fmx5!19sChIJGTMx8dTZwkcRu_tBqXhgpyw?authuser=0&hl=fr&rclk=1"
"Dyo Digital - Agence de marketing digital", "219 Rue de la Cense aux Blés, 59800 Lille", "06 08 14 04 65", "dyo-digital.io", "", "hello@dyo-digital.io", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "5,0  ", "50.6479473", "3.0599752", "France", "Lille", "Agence de marketing", "J3X5+5X Lille", "", "59800", "https://www.google.fr/maps/place/Dyo+Digital+-+Agence+de+marketing+digital/data=!4m7!3m6!1s0x47c32b66f64f1ecd:0xa7a146178b52e531!8m2!3d50.6478895!4d3.0599628!16s%2Fg%2F11mvsm10lk!19sChIJzR5P9mYrw0cRMeVSixdGoac?authuser=0&hl=fr&rclk=1"
"2K Marketing", "5 Rue Régis Corselle, 59420 Mouvaux", "07 70 32 30 28", "2k-marketing.com", "", "louis.decavel@2k-marketing.com", "mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Ouvert 24h/24; dimanche, Fermé; lundi, Ouvert 24h/24. ", "", "5,0  ", "50.7025599", "3.1362093", "France", "Mouvaux", "Agence de marketing", "P42P+WF Mouvaux", "", "59420", "https://www.google.fr/maps/place/2K+Marketing/data=!4m7!3m6!1s0x40b2bde8d20a3ed9:0xcce94d1498a745c8!8m2!3d50.7022898!4d3.1362187!16s%2Fg%2F11r_shd0_v!19sChIJ2T4K0ui9skARyEWnmBRN6cw?authuser=0&hl=fr&rclk=1"
"NewsMaster - Content Marketing Agency", "8 Pl. du Général de Gaulle, 59000 Lille", "06 11 26 75 81", "newsmaster.fr", "", "info@newsmaster.fr", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "50.6365141", "3.0640532", "France", "Lille", "Agence de marketing", "J3P7+JJ Lille", "", "59000", "https://www.google.fr/maps/place/NewsMaster+-+Content+Marketing+Agency/data=!4m7!3m6!1s0x47c2d5214f80f5ff:0xde8a779a83fb723e!8m2!3d50.6365221!4d3.0640596!16s%2Fg%2F11j0sx8_99!19sChIJ__WATyHVwkcRPnL7g5p3it4?authuser=0&hl=fr&rclk=1"
"Kaede - Agence Marketing à Lille", "", "06 70 12 59 07", "kaede.fr", "", "corentin.mairesse@kaede.fr", "mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Kaede+-+Agence+Marketing+%C3%A0+Lille/data=!4m7!3m6!1s0x6e599851f7d768a5:0x289e6b73c7ad8665!8m2!3d50.6310806!4d3.0468978!16s%2Fg%2F11rvjmslky!19sChIJpWjX91GYWW4RZYatx3Nrnig?authuser=0&hl=fr&rclk=1"
"Agence de growth marketing LES CAUSANTES", "76 Bd Jean-Baptiste Lebas, 59000 Lille", "06 84 72 76 62", "lescausantes.com", "", "contact@lescausantes.com", "vendredi, de 09:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi (Toussaint), de 09:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 19:00. ", "", "", "50.6247553", "3.0682839", "France", "Lille", "Agence de marketing", "J3F9+V7 Lille", "", "59000", "https://www.google.fr/maps/place/Agence+de+growth+marketing+LES+CAUSANTES/data=!4m7!3m6!1s0x47c2d56dbed60271:0x5ae7643f2a5b779d!8m2!3d50.6247241!4d3.0682419!16s%2Fg%2F11gsm5ml_x!19sChIJcQLWvm3VwkcRnXdbKj9k51o?authuser=0&hl=fr&rclk=1"
